ir1_ch4,ir3_co,uv0_o3,uv1_no2,uv3_bro,uv4_h2co,uv5_so2,uv6_oclo,uv7_so2,uv8_h2o,uv9_chocho,lat,lon
4.331431540889798e+19,1.1296555741204886e+19,5.709252108558794e+18,3812341001764668.0,39570901176634.94,0.0,5700903103620645.0,1209598803714.2668,5775915181109428.0,3.472982328235208e+21,153032246719627.78,-78.38709677419355,-20.0
3.5855114925873263e+19,5.538787535552512e+18,5.560724752023936e+18,3695251812018397.5,41535185660116.27,0.0,4765963313664655.0,1238126917954.3047,4928146263839851.0,2.699225261154654e+21,148287630826660.44,-78.38709677419355,-14.285714285714278
3.1074454083214205e+19,7.042513243641678e+18,5.375147911413837e+18,3593614021800569.5,41354554405945.336,0.0,3914646344893840.5,1234540344168.9521,4019638330183671.5,2.1769301688805132e+21,146000215586899.66,-78.38709677419355,-8.571428571428555
3.2178829278099243e+19,4.75682532015499e+18,5.211151540577982e+18,3515752204798483.5,41365662605105.74,0.0,3240379020791602.5,1213237759609.525,3351416713077157.0,1.840864147168536e+21,146943976491012.7,-78.38709677419355,-2.857142857142861
2.9560847641205875e+19,2.783846662685929e+18,5.0852551119793e+18,3472174914966080.0,40882691112967.03,0.0,3528211125814752.0,1313141026186.5652,3577640963308540.0,1.611721117755966e+21,142032523363217.34,-78.38709677419355,2.857142857142861
2.659147047361282e+19,3.371857491032288e+18,4.971569838327102e+18,3408536727918112.5,40435758328038.84,0.0,4119762326921261.0,1289052113275.7747,4213805192730367.0,1.5142354881909356e+21,141146412402356.78,-78.38709677419355,8.571428571428584
2.513805598684745e+19,3.2898877919042816e+18,4.879567859994596e+18,3320982563913734.5,40662844486475.28,0.0,3519605792146399.5,1111303321122.3547,3610020071576762.5,1.4571535013307506e+21,148753675308069.06,-78.38709677419355,14.285714285714278
2.505264283820912e+19,3.032060213511326e+18,4.79003755560344e+18,3239573548617039.5,40998194240352.37,0.0,2978036675841305.0,1113727867220.4678,3045378755699298.5,1.3860199167708897e+21,153183386870412.6,-78.38709677419355,20.0
2.4255065308141842e+19,2.976731588975077e+18,4.693339953416349e+18,3189924750945834.5,40691575224776.78,0.0,2530085308869631.0,923437173406.3683,2606760881171897.0,1.2995086244993394e+21,154985407288906.75,-78.38709677419355,25.714285714285722
2.2932692615963075e+19,4.4519822415243315e+18,4.641285300578348e+18,3192260771079169.5,40346960484018.87,0.0,2685359900420361.5,978888680964.9856,2770242251375612.0,1.2240882387274548e+21,148380435601534.94,-78.38709677419355,31.428571428571445
2.2261693808977187e+19,3.446031257057397e+18,4.6040399282230257e+18,3198649812459764.5,39348588801128.12,0.0,1580770289195116.2,1151878682158.1082,1626164427083406.0,1.1468736000244291e+21,133768642292365.39,-78.38709677419355,37.14285714285714
2.487930466478945e+19,3.1902380623298473e+18,4.586554661180474e+18,3211680455246248.5,39136501650917.88,0.0,2483074726415904.0,942240475543.6509,2529963742720704.5,1.1005568075455524e+21,150308734488943.06,-78.38709677419355,42.85714285714286
2.7984697177604825e+19,2.5859845620702326e+18,4.5858674491912095e+18,3229738364322179.0,39083109605441.97,0.0,2671828828478293.5,957038201001.4314,2692997839869824.5,1.0115734158325852e+21,140540264567863.78,-78.38709677419355,48.571428571428584
3.513121902918942e+19,2.315628644433851e+18,4.5908251814089513e+18,3240254110901800.5,39345721929289.23,0.0,3498798391597378.5,1290973061425.1523,3522821397665342.5,1.0187080230913046e+21,139556085118869.6,-78.38709677419355,54.28571428571428
3.936598487571857e+19,2.0015901249180165e+18,4.588680596266383e+18,3243282042587471.0,39537604485120.78,0.0,3579721791585755.5,1089496343106.3381,3632227867177874.0,1.0389794153783679e+21,124995081154932.16,-78.38709677419355,60.0
3.972613185751727e+19,2.603285949428478e+18,4.5934979522533796e+18,3229040467078845.0,40257650261898.086,0.0,2482034976954105.0,982979120688.9011,2561257393560239.5,1.0569673335755992e+21,145666179324558.6,-78.38709677419355,65.71428571428572
3.308789262367909e+19,2.4398332449537295e+18,4.620573707248732e+18,3210140517397941.5,40678209684266.125,0.0,2926864488204057.0,1068043566808.0835,3114176602847433.5,1.100320987273697e+21,142622045465627.4,-78.38709677419355,71.42857142857144
2.9924482451925537e+19,3.1830946081845407e+18,4.666412946149326e+18,3211379274859608.0,40628121785538.4,0.0,2908689410248637.5,3282166571862.224,3129376268845295.5,1.0734377133775566e+21,145291402482198.97,-78.38709677419355,77.14285714285717
